complaint_text,category
Billed for delivery charges even though my order qualified for free shipping.,Billing Issue
Tampered packaging received with broken seal and missing electronic items. Very frustrating experience with this platform.,Delivery Issue
Payment gateway error: transaction was debited but vendor claims payment is unreceived.,Payment Issue
I made a payment via Apple Pay and the money was deducted without an order confirmation. I am extremely disappointed with the handling of this matter.,Payment Issue
The delivery partner refused to allow open box inspection as promised. Please take necessary action to fix this.,Delivery Issue
All saved addresses in my user account have disappeared after the app update.,Account Issue
Two-way sync between desktop and mobile keeps reverting changes. Please look into this as soon as possible.,Technical Issue
NACH mandate deducted EMI from my account but the loan account isn't updated. This has happened multiple times this week.,Payment Issue
I noticed an unexpected hidden fee of Rs 4999 on my latest monthly bill. This is unacceptable service and needs urgent escalation.,Billing Issue
Incompetent customer care staff unable to comprehend basic product troubleshooting questions. Very frustrating experience with this platform.,Service Issue
Invoice #30332 contains items that were out of stock and removed from my order. I have been facing this problem since yesterday.,Billing Issue
The profile age verification keeps failing despite submitting valid documents.,Account Issue
Shipment was dispatched to the wrong distribution hub in a different state. Very frustrating experience with this platform.,Delivery Issue
Incorrect surge pricing added to my final receipt without notification. Awaiting your prompt reply and action.,Billing Issue
OTP verification code is not being received on my registered mobile number. Kindly look into this issue at the earliest.,Account Issue
Re-registration was attempted but system says account already exists with same info.,Account Issue
The account age verification keeps failing despite submitting valid documents. Awaiting your prompt reply and action.,Account Issue
Customer service denied my claim citing a clause not present in my agreement.,Service Issue
I was placed in a feedback survey loop instead of being connected to support. I need an immediate resolution or refund.,Service Issue
The map navigation feature shows roads that no longer exist. I am extremely disappointed with the handling of this matter.,Technical Issue
Remote diagnostic tool used by customer care staff caused data loss on my device. Kindly escalate this to senior management.,Service Issue
package boy demanded delivery charges despite pre-paid order status.,Delivery Issue
Two accounts exist for the same PAN number causing conflicts in the system. Please take necessary action to fix this.,Account Issue
The mobile app crashes immediately after I enter my login credentials. No one is addressing this despite multiple attempts.,Technical Issue
I was not informed about the service charge increase before my renewal date. I have been facing this problem since yesterday.,Billing Issue
Parcel was left unattended outside my gate in the rain and got ruined.,Delivery Issue
OTP verification code is not being received on my registered mobile number.,Account Issue
Service engineer arrived 4 hours late without prior notification. Kindly investigate and provide an update today.,Service Issue
Discrepancy in billing: invoice total is Rs 2499 while order total was different.,Billing Issue
Page fails to render correctly on Google Chrome browser with blank white screen.,Technical Issue
I am unable to complete payment because the OTP keeps failing on every attempt. I need an immediate resolution or refund.,Payment Issue
The social media helpdesk team takes 5 days to reply to direct messages.,Service Issue
Received phishing warning alert regarding compromised password on my profile I expect a prompt resolution from the concerned department.,Account Issue
Auto-complete suggestion dropdown appears behind other page elements. Looking forward to a quick resolution from your side.,Technical Issue
Support executive gave conflicting instructions causing further confusion. Kindly escalate this to senior management.,Service Issue
Estimated delivery date has been rescheduled 4 times without any explanation. Kindly investigate and provide an update today.,Delivery Issue
Refund for cancelled order #76698 is not credited to my original payment method. Please fix this bug/issue as soon as possible.,Payment Issue
App crashes on startup after the latest update was installed.,Technical Issue
The courier agent delivered my parcel to the wrong address in another street. Please look into this as soon as possible.,Delivery Issue
Courier company marked fake delivery attempt stating wrong address provided. I have already sent multiple emails without response.,Delivery Issue
Credit card charge went through successfully but order was marked as unpaid. Kindly investigate and provide an update today.,Payment Issue
My linked transfer method was removed from the account without my authorization. This is impacting my daily workflow severely.,Account Issue
Remote diagnostic tool used by helpdesk staff caused data loss on my device.,Service Issue
The application restarts automatically every time I navigate to the settings tab.,Technical Issue
I forgot my account password and cannot access the registered recovery email. I have been facing this problem since yesterday.,Account Issue
Cannot unlink old mobile number from my registered user profile. I have been facing this problem since yesterday.,Account Issue
Security questions validation fails despite entering correct answers. Please take necessary action to fix this.,Account Issue
International card transaction was blocked but the amount was still reserved. This is unacceptable service and needs urgent escalation.,Payment Issue
receipt #57026 contains items that were out of stock and removed from my order. No one is addressing this despite multiple attempts.,Billing Issue
User account permissions were unexpectedly revoked by the system. Very frustrating experience with this platform.,Account Issue
Session expires abruptly within 30 seconds of logging into the portal. Kindly escalate this to senior management.,Technical Issue
My reward points were debited but the payment still charged full amount. I have been facing this problem since yesterday.,Payment Issue
I cannot initiate a credit because the refund option is disabled for my order.,Payment Issue
Web page freezes completely when attempting to upload documents. Please take necessary action to fix this.,Technical Issue
App crashes when switching between portrait and landscape orientation. Awaiting your prompt reply and action.,Technical Issue
I cancelled my premium membership last month but was still billed for this billing cycle. This is impacting my daily workflow severely.,Billing Issue
Account recovery team has not responded to my identity verification ticket #56041.,Account Issue
Web page freezes completely when attempting to upload documents. Awaiting your prompt reply and action.,Technical Issue
shipment was scheduled for morning slot but arrived at 11 PM at night. Urgent attention required for this critical issue.,Delivery Issue
The application crashes on iOS version 17 when accessing camera permissions. This is unacceptable service and needs urgent escalation.,Technical Issue
Unsatisfactory response provided for warranty claim service request #96019.,Service Issue
Courier delivery executive claimed 'Customer not available' without attempting delivery or calling. Please take necessary action to fix this.,Delivery Issue
I was not given any shipment OTP prompt and the item was handed to someone else.,Delivery Issue
Customer support agent closed the live dispute without customer consent. Kindly look into this issue at the earliest.,Service Issue
Remote diagnostic tool used by support staff caused data loss on my device. Please take necessary action to fix this.,Service Issue
Cashback and refund amount of Rs 2499 not credited back to my user account,Payment Issue
Password reset token expired error shown immediately upon clicking reset link. Kindly look into this issue at the earliest.,Account Issue
GST invoice not generated despite repeated requests to the billing department. Kindly investigate and provide an update today.,Billing Issue
The discount applied at sales time is not reflected in the final tax invoice. I need an immediate resolution or refund.,Billing Issue
I did not receive any acknowledgement or receipt for my successful UPI transaction Very frustrating experience with this platform.,Payment Issue
My wishlist and cart were emptied without any action from my side.,Account Issue
I was charged an unexplained fee labelled miscellaneous charges on my statement.,Billing Issue
Courier shipment executive claimed 'Customer not available' without attempting order delivery or calling.,Delivery Issue
Customer relationship executive promised a resolution within 24 hours but failed. This is unacceptable service and needs urgent escalation.,Service Issue
User account permissions were unexpectedly revoked by the system.,Account Issue
Incorrect penalty fee added for data overage that did not actually occur. I have already sent multiple emails without response.,Billing Issue
Payme transfer of Rs 1250 shows pending on both sender and receiver ends. Please fix this bug/issue as soon as possible.,Payment Issue
I made a payment via Apple Pay and the money was deducted without an order confirmation. This has happened multiple times this week.,Payment Issue
My international parcel is stuck in customs for 3 weeks with no update.,Delivery Issue
Voice input feature fails to initialize audio stream on Android app.,Technical Issue
Delivery agent was rude and refused to deliver the parcel to my doorstep. Please take necessary action to fix this.,Delivery Issue
"I requested a credit 7 days ago for a failed payment, still haven't received my money back.",Payment Issue
Discrepancy in billing: bill total is Rs 10000 while order total was different.,Billing Issue
Courier delivery executive claimed 'Customer not available' without attempting delivery or calling. This has happened multiple times this week.,Delivery Issue
The onsite technician visit was charged despite the product being under warranty.,Service Issue
Incompetent support staff unable to comprehend basic product troubleshooting questions. Please take necessary action to fix this.,Service Issue
The delivery slot I selected was ignored and delivery attempted at wrong time.,Delivery Issue
No response from support team regarding my critical issue escalated last week. I need an immediate resolution or refund.,Service Issue
My billing statement shows charges from your company that I did not authorize. Urgent attention required for this critical issue.,Billing Issue
The PWA does not install correctly on Android Chrome browser. Please take necessary action to fix this.,Technical Issue
My account profile data and saved preferences vanished after recent update. Kindly escalate this to senior management.,Account Issue
Annual plan was purchased but monthly charges continue to appear on statement. I am extremely disappointed with the handling of this matter.,Billing Issue
The early termination fee on my account exceeds the contractual limit. Very frustrating experience with this platform.,Billing Issue
KYC document verification is stuck in pending review status for two weeks. This has happened multiple times this week.,Account Issue
Received phishing warning alert regarding compromised password on my account. Very frustrating experience with this platform.,Account Issue
Checkout page showed transaction error but bank sent deduction alert immediately. Kindly look into this issue at the earliest.,Payment Issue
Login screen says account does not exist even though I registered yesterday.,Account Issue
Payment failed at the gateway checkout but amount was cut from my savings account. Kindly look into this issue at the earliest.,Payment Issue
The profile shows logged in from multiple devices I don't own. Very frustrating experience with this platform.,Account Issue
I was charged the international rate even though I was browsing from India.,Billing Issue
Package has been sitting at the local courier facility for 5 days without dispatch.,Delivery Issue
Amount Rs 150 is deducted from account but checkout session expired. Awaiting your prompt reply and action.,Payment Issue
The application crashes on iOS version 17 when accessing camera permissions. I have been facing this problem since yesterday.,Technical Issue
Registered email address has a typo and I cannot verify my new user account. I expect a prompt resolution from the concerned department.,Account Issue
Amount Rs 3500 is deducted from account but checkout session expired. This is impacting my daily workflow severely.,Payment Issue
"My credit card was charged for transaction 52906, but no order receipt was generated.",Payment Issue
The feedback submitted after service interaction is never acknowledged or acted upon.,Service Issue
Estimated delivery date has been rescheduled 4 times without any explanation. Looking forward to a quick resolution from your side.,Delivery Issue
The app is stuck on the infinite loading spinner on the home screen. I expect a prompt resolution from the concerned department.,Technical Issue
CSS layout breaks completely when the browser zoom exceeds 110 percent. Awaiting your prompt reply and action.,Technical Issue
The delivery slot I selected was ignored and delivery attempted at wrong time. This is impacting my daily workflow severely.,Delivery Issue
Refund for cancelled order #79176 is not credited to my original payment method. This has happened multiple times this week.,Payment Issue
I was billed for an additional service that I never opted in or subscribed for. Please fix this bug/issue as soon as possible.,Billing Issue
My monthly subscription auto-renewed and billed my user account without any prior reminder.,Billing Issue
Notification badge is stuck showing 99+ unread messages that cannot be cleared. Awaiting your prompt reply and action.,Technical Issue
customer care agent abruptly disconnected the live chat session while I was typing. I am extremely disappointed with the handling of this matter.,Service Issue
Voice input feature fails to initialize audio stream on Android app. Please take necessary action to fix this.,Technical Issue
Payme transfer of Rs 2499 shows pending on both sender and receiver ends. Very frustrating experience with this platform.,Payment Issue
The delivery partner refused to allow open box inspection as promised. Kindly investigate and provide an update today.,Delivery Issue
I requested a manager callback three days ago but have received no follow-up. Please look into this as soon as possible.,Service Issue
My wishlist and cart were emptied without any action from my side. Looking forward to a quick resolution from your side.,Account Issue
Order shipment #28558 is lost in transit and logistics support has no update.,Delivery Issue
The app crashes with an uncaught null pointer exception when editing profile. Kindly escalate this to senior management.,Technical Issue
Delivery agent was rude and refused to deliver the parcel to my doorstep.,Delivery Issue
My wishlist and cart were emptied without any action from my side. I need an immediate resolution or refund.,Account Issue
Waited on customer helpline on hold for over 45 minutes and the call got disconnected. This has happened multiple times this week.,Service Issue
Incompetent support staff unable to comprehend basic product troubleshooting questions.,Service Issue
I made an IMPS transfer but the beneficiary account didn't receive the money. I am extremely disappointed with the handling of this matter.,Payment Issue
Parcel was left unattended outside my gate in the rain and got ruined. Very frustrating experience with this platform.,Delivery Issue
Payment processing failed during merchant authorization but money left my account.,Payment Issue
Video call feature drops connection every two minutes with codec error.,Technical Issue
Order delivered to an unknown neighbor without contacting me for an OTP. Please look into this as soon as possible.,Delivery Issue
No acknowledgment email or ticket number sent after submitting help form. I need an immediate resolution or refund.,Service Issue
I did not receive any acknowledgement or receipt for my successful UPI payment. I have already sent multiple emails without response.,Payment Issue
The replacement phone arrived with cosmetic damage from poor packaging.,Delivery Issue
Package #44079 was returned to sender without my consent or any delivery attempt.,Delivery Issue
Unsatisfactory response provided for warranty claim service request #37521.,Service Issue
Parcel was left unattended outside my gate in the rain and got ruined. This has happened multiple times this week.,Delivery Issue
The account shows logged in from multiple devices I don't own. No one is addressing this despite multiple attempts.,Account Issue
The account age verification keeps failing despite submitting valid documents. Kindly investigate and provide an update today.,Account Issue
Card payment gateway timeout caused double charging on the same invoice I need an immediate resolution or refund.,Payment Issue
My drone package dropped the package in the wrong GPS coordinates location.,Delivery Issue
My corporate billing account is receiving invoices for a personal account charges. Please help resolve this immediately.,Billing Issue
I was charged for both the old and new plan during the same billing period. Kindly look into this issue at the earliest.,Billing Issue
package executive demanded extra cash on delivery amount beyond bill total. Kindly look into this issue at the earliest.,Delivery Issue
I changed my registered email but still receiving OTP on the old email address. Awaiting your prompt reply and action.,Account Issue
Cannot unlink old mobile number from my registered user profile.,Account Issue
I cannot initiate a refund because the reimbursement option is disabled for my order.,Payment Issue
Received invoice #99126 with wrong product description and wrong unit price.,Billing Issue
The courier agent delivered my parcel to the wrong address in another street. I have been facing this problem since yesterday.,Delivery Issue
My reward points were debited but the payment still charged full amount. This is unacceptable service and needs urgent escalation.,Payment Issue
The payment failed message appeared but my bank balance reduced significantly. I have already sent multiple emails without response.,Payment Issue
My payment was deducted but the order was not confirmed.,Payment Issue
Shipment was dispatched to the wrong distribution hub in a different state.,Delivery Issue
App crashes when switching between portrait and landscape orientation. I have already sent multiple emails without response.,Technical Issue
Payment gateway keeps declining my card even though there are sufficient funds. I have been facing this problem since yesterday.,Payment Issue
Recurring credit card charge occurred after I explicitly cancelled the renewal. Urgent attention required for this critical issue.,Billing Issue
The service center technician did not show up for the scheduled home appointment. I have been facing this problem since yesterday.,Service Issue
Search bar on the web application is broken and returns no results for any query. No one is addressing this despite multiple attempts.,Technical Issue
The service center technician did not show up for the scheduled home appointment. Please take necessary action to fix this.,Service Issue
Items were missing from my shipment box when I opened the sealed parcel.,Delivery Issue
Unable to switch between multiple business accounts linked to my master ID. Please take necessary action to fix this.,Account Issue
Profile section crashes whenever I attempt to save updated contact details.,Account Issue
The delivery slot I selected was ignored and delivery attempted at wrong time. This has happened multiple times this week.,Delivery Issue
Late payment fee charged even though I paid 5 days before the due date. I have already sent multiple emails without response.,Billing Issue
The discount applied at sales time is not reflected in the final tax bill,Billing Issue
My account has been temporarily locked due to suspicious activity without warning. Please fix this bug/issue as soon as possible.,Account Issue
I cancelled my premium membership last month but was still billed for this billing cycle.,Billing Issue
I cannot initiate a refund because the refund option is disabled for my order. This is impacting my daily workflow severely.,Payment Issue
Double deduction occurred on my bank account for single transaction #56984.,Payment Issue
Customer care email address is bouncing back with mailbox quota exceeded. I have already sent multiple emails without response.,Service Issue
Image upload fails with error code 413 payload too large for small photos. This is unacceptable service and needs urgent escalation.,Technical Issue
Delivery address was updated before dispatch yet shipment was sent to old address.,Delivery Issue
My package was marked as delivered on the tracker but I have not received it. Please fix this bug/issue as soon as possible.,Delivery Issue
I cannot initiate a credit because the refund option is disabled for my order. This has happened multiple times this week.,Payment Issue
Account verification email is going to spam folder and verification link is broken. Looking forward to a quick resolution from your side.,Account Issue
My urgent medical supplies parcel was delayed by 72 hours without notification. I expect a prompt resolution from the concerned department.,Delivery Issue
Items were missing from my shipment box when I opened the sealed parcel. I am extremely disappointed with the handling of this matter.,Delivery Issue
My loyalty points balance reset to zero after account migration. Please look into this as soon as possible.,Account Issue
Invoice #42527 contains items that were out of stock and removed from my order. Please help resolve this immediately.,Billing Issue
Staff at the local service center was unprofessional and refused service. Kindly escalate this to senior management.,Service Issue
"My credit card was charged for transaction 26505, but no order receipt was generated. This has happened multiple times this week.",Payment Issue
File attachment in the support ticket form fails with unknown mime error. Please help resolve this immediately.,Technical Issue
My drone delivery dropped the package in the wrong GPS coordinates location.,Delivery Issue
Annual plan was purchased but monthly charges continue to appear on statement. Very frustrating experience with this platform.,Billing Issue
Dark pattern in settings made me accidentally close my account. Awaiting your prompt reply and action.,Account Issue
My account was merged with a different user profile without my permission. Urgent attention required for this critical issue.,Account Issue
Receipt shows wrong currency conversion rate leading to overcharge on my card. Looking forward to a quick resolution from your side.,Billing Issue
My UPI transfer to merchant 23947 got debited but the merchant says payment not received.,Payment Issue
Items were missing from my shipment box when I opened the sealed parcel. I have been facing this problem since yesterday.,Delivery Issue
"My credit card was deducted for transaction 17989, but no order receipt was generated. I expect a prompt resolution from the concerned department.",Payment Issue
Password reset token expired error shown immediately upon clicking reset link. Awaiting your prompt reply and action.,Account Issue
Page fails to render correctly on Google Chrome browser with blank white screen. Urgent attention required for this critical issue.,Technical Issue
I received a notification of an unauthorized login to my account from an unknown IP. I have been facing this problem since yesterday.,Account Issue
Poor customer assistance with no resolution provided after weeks of follow-up. This has happened multiple times this week.,Service Issue
App performance is extremely sluggish with severe latency during page transitions.,Technical Issue
Account recovery team has not responded to my identity verification ticket #90341. I have been facing this problem since yesterday.,Account Issue
Password reset token expired error shown immediately upon clicking reset link.,Account Issue
Data synchronization between mobile app and web portal is failing constantly. Please look into this as soon as possible.,Technical Issue
The hyperlocal delivery promised in 2 hours took more than 18 hours to arrive. Very frustrating experience with this platform.,Delivery Issue
Staff at the local service center was unprofessional and refused service. I expect a prompt resolution from the concerned department.,Service Issue
My wishlist and cart were emptied without any action from my side. I have been facing this problem since yesterday.,Account Issue
I requested a refund 7 days ago for a failed transfer still haven't received my money back.,Payment Issue
Refund for cancelled order #86380 is not credited to my original payment method. I have already sent multiple emails without response.,Payment Issue
Annual plan was purchased but monthly charges continue to appear on statement. Awaiting your prompt reply and action.,Billing Issue
My organization admin removed my access but I should still have permissions. Kindly investigate and provide an update today.,Account Issue
Support executive gave conflicting instructions causing further confusion.,Service Issue
Executive refused to escalate my grievance to higher tier management.,Service Issue
Package #65067 was returned to sender without my consent or any delivery attempt. Urgent attention required for this critical issue.,Delivery Issue
I paid for expedited delivery but the package never arrived.,Delivery Issue
The app freezes on the splash screen and never loads past the logo animation. Please help resolve this immediately.,Technical Issue
Payme transfer of Rs 150 shows pending on both sender and receiver ends.,Payment Issue
Express shipping paid for next-day delivery took over a week to arrive. Kindly escalate this to senior management.,Delivery Issue
My address was on the package label but the shipment went to another city entirely. I expect a prompt resolution from the concerned department.,Delivery Issue
Password reset token expired error shown immediately upon clicking reset link. Please take necessary action to fix this.,Account Issue
Two separate bills generated for a single service period causing confusion. Please look into this as soon as possible.,Billing Issue
The hyperlocal delivery promised in 2 hours took more than 18 hours to arrive.,Delivery Issue
Promised compensation or callback was never fulfilled by customer relations. Please help resolve this immediately.,Service Issue
The return pickup was scheduled but courier never arrived for collection. Please help resolve this immediately.,Delivery Issue
Representative spoke in a dismissive tone and refused to log formal complaint.,Service Issue
My account shows an incorrect subscription tier despite paying for premium. Awaiting your prompt reply and action.,Account Issue
Image upload fails with error code 413 payload too large for small photos. Kindly escalate this to senior management.,Technical Issue
Support agent was rude when I asked them to transfer me to a senior executive. I need an immediate resolution or refund.,Service Issue
The oversize item was refused delivery by the apartment security with no resolution. I need an immediate resolution or refund.,Delivery Issue
My parcel shows custom clearance failed but no reason or action step is given.,Delivery Issue
Payme transfer of Rs 499 shows pending on both sender and receiver ends.,Payment Issue
Credit card charge went through successfully but order was marked as unpaid. I need an immediate resolution or refund.,Payment Issue
The discount applied at sales time is not reflected in the final tax invoice.,Billing Issue
My corporate billing account is receiving invoices for a personal account charges. I need an immediate resolution or refund.,Billing Issue
Cannot link my Google OAuth or Social Login account with existing profile. I need an immediate resolution or refund.,Account Issue
My delivery was charged incorrectly on the final invoice.,Billing Issue
Payment failed at the gateway checkout but amount was cut from my savings account. Urgent attention required for this critical issue.,Payment Issue
Amount Rs 999 is deducted from account but checkout session expired. Kindly look into this issue at the earliest.,Payment Issue
Staff at the local service center was unprofessional and refused service. Kindly look into this issue at the earliest.,Service Issue
My grievance ticket #34651 was marked as resolved without any solution provided. Please look into this as soon as possible.,Service Issue
Received the completely wrong product instead of the item I originally ordered.,Delivery Issue
My transaction failed at checkout due to payment gateway error #50562. Please look into this as soon as possible.,Payment Issue
I was charged for both the old and new plan during the same billing period.,Billing Issue
Print billing statement button opens empty dialog box with no content inside. Kindly escalate this to senior management.,Technical Issue
I was charged an extra convenience fee of Rs 2499 that was not mentioned before.,Billing Issue
The support team keeps asking for the same information repeatedly with no progress.,Service Issue
The money was deducted via PhonePe but the cart emptied without confirmation.,Payment Issue
The return pickup was scheduled but courier never arrived for collection. Kindly look into this issue at the earliest.,Delivery Issue
Helpdesk ticketing system keeps closing tickets automatically without resolution. Please take necessary action to fix this.,Service Issue
I changed my registered email but still receiving OTP on the old email address.,Account Issue
Data synchronization between mobile app and web portal is failing constantly. Kindly investigate and provide an update today.,Technical Issue
The tax invoice shows CGST and SGST incorrectly calculated for my state. I expect a prompt resolution from the concerned department.,Billing Issue
"I requested a refund 7 days ago for a failed payment, still haven't received my money back. I am extremely disappointed with the handling of this matter.",Payment Issue
Image upload fails with error code 413 payload too large for small photos. Urgent attention required for this critical issue.,Technical Issue
I made an IMPS transfer but the beneficiary account didn't receive the money.,Payment Issue
Representative spoke in a dismissive tone and refused to log formal complaint. Awaiting your prompt reply and action.,Service Issue
Double deduction occurred on my bank account for single transaction #67640. Urgent attention required for this critical issue.,Payment Issue
Credit card charge went through successfully but order was marked as unpaid.,Payment Issue
Auto-complete suggestion dropdown appears behind other page elements. I expect a prompt resolution from the concerned department.,Technical Issue
I made an IMPS transfer but the beneficiary account didn't receive the money. Please help resolve this immediately.,Payment Issue
Payment transfer failed halfway and my funds are currently stuck in escrow. Kindly look into this issue at the earliest.,Payment Issue
Website displays internal server error 500 when navigating to the checkout screen. I have already sent multiple emails without response.,Technical Issue
Two-way sync between desktop and mobile keeps reverting changes. This is impacting my daily workflow severely.,Technical Issue
Customer care hotline numbers are permanently busy or out of service. Very frustrating experience with this platform.,Service Issue
My profile has been temporarily locked due to suspicious activity without warning.,Account Issue
Security questions validation fails despite entering correct answers. No one is addressing this despite multiple attempts.,Account Issue
Promised compensation or callback was never fulfilled by customer relations.,Service Issue
The application restarts automatically every time I navigate to the settings tab. I have been facing this problem since yesterday.,Technical Issue
I was given a replacement that is a lower model than my original defective product. Urgent attention required for this critical issue.,Service Issue
Invoice #96535 contains items that were out of stock and removed from my order.,Billing Issue
Customer support agent closed the live dispute without customer consent. No one is addressing this despite multiple attempts.,Service Issue
Shipment was dispatched to the wrong distribution hub in a different state. I have already sent multiple emails without response.,Delivery Issue
Customer service denied my claim citing a clause not present in my agreement. Please fix this bug/issue as soon as possible.,Service Issue
Receipt shows wrong currency conversion rate leading to overcharge on my card.,Billing Issue
deduction failed at the gateway checkout but amount was cut from my savings account No one is addressing this despite multiple attempts.,Payment Issue
Old tariff plan still being applied despite upgrading to new plan #85511. Kindly investigate and provide an update today.,Billing Issue
Remote diagnostic tool used by support staff caused data loss on my device. Looking forward to a quick resolution from your side.,Service Issue
The application restarts automatically every time I navigate to the settings tab. This is unacceptable service and needs urgent escalation.,Technical Issue
Repeated follow-ups on complaint #50516 have been met with canned automated replies.,Service Issue
I was not informed about the service charge increase before my renewal date. This is unacceptable service and needs urgent escalation.,Billing Issue
Cancellation fee was wrongly charged to my account after cancelling within free window.,Billing Issue
Payment failed at the gateway checkout but amount was cut from my savings account.,Payment Issue
The package partner refused to allow open box inspection as promised.,Delivery Issue
Delivery agent was rude and refused to deliver the parcel to my doorstep. No one is addressing this despite multiple attempts.,Delivery Issue
Support did not respond even after I raised a payment dispute ticket.,Service Issue
Discount promo code was applied at checkout but invoice billed full price without discount. This has happened multiple times this week.,Billing Issue
Two-way sync between desktop and mobile keeps reverting changes. I have been facing this problem since yesterday.,Technical Issue
My wishlist and cart were emptied without any action from my side. I have already sent multiple emails without response.,Account Issue
Customer service denied my claim citing a clause not present in my agreement. I need an immediate resolution or refund.,Service Issue
I cannot login to track my package delivery status.,Account Issue
The courier agent delivered my parcel to the wrong address in another street. Please take necessary action to fix this.,Delivery Issue
The money was deducted via PhonePe but the cart emptied without confirmation. This is unacceptable service and needs urgent escalation.,Payment Issue
Estimated delivery date has been rescheduled 4 times without any explanation.,Delivery Issue
Customer care hotline numbers are permanently busy or out of service. This has happened multiple times this week.,Service Issue
Bank shows payment successful but the utility company says dues are still pending. I need an immediate resolution or refund.,Payment Issue
The loyalty program points deduction issue I raised was dismissed without investigation. I need an immediate resolution or refund.,Service Issue
Representative spoke in a dismissive tone and refused to log formal complaint. Looking forward to a quick resolution from your side.,Service Issue
My account has been temporarily locked due to suspicious activity without warning.,Account Issue
CSS layout breaks completely when the browser zoom exceeds 110 percent. Please help resolve this immediately.,Technical Issue
Account recovery team has not responded to my identity verification ticket #76536. Kindly investigate and provide an update today.,Account Issue
Representative spoke in a dismissive tone and refused to log formal complaint. I have already sent multiple emails without response.,Service Issue
Customer support refused to help me with my wrong delivery.,Service Issue
Poor customer assistance with no resolution provided after weeks of follow-up. Very frustrating experience with this platform.,Service Issue
Phone number used for account verification is no longer accessible to me. I need an immediate resolution or refund.,Account Issue
The PWA does not install correctly on Android Chrome browser. No one is addressing this despite multiple attempts.,Technical Issue
"I requested a refund 7 days ago for a failed payment, still haven't received my money back. This is impacting my daily workflow severely.",Payment Issue
Perishable goods arrived spoiled due to extensive courier transit delays. Looking forward to a quick resolution from your side.,Delivery Issue
I changed my registered email but still receiving OTP on the old email address. I expect a prompt resolution from the concerned department.,Account Issue
The social media support team takes 5 days to reply to direct messages. This has happened multiple times this week.,Service Issue
I paid through debit card but received an SMS saying transaction declined after deduction.,Payment Issue
Biometric fingerprint login fails repeatedly and prompts for password reset. I have been facing this problem since yesterday.,Account Issue
Parcel was left unattended outside my gate in the rain and got ruined. Kindly investigate and provide an update today.,Delivery Issue
I requested a manager callback three days ago but have received no follow-up. Kindly look into this issue at the earliest.,Service Issue
I forgot my profile password and cannot access the registered recovery email.,Account Issue
The account dashboard is showing another user's personal information.,Account Issue
Security questions validation fails despite entering correct answers.,Account Issue
I raised a complaint but it was closed without resolving my refund.,Service Issue
I requested a refund 7 days ago for a failed transaction still haven't received my money back. Please take necessary action to fix this.,Payment Issue
The service warranty was rejected citing reasons not mentioned in the warranty card.,Service Issue
The chat support bot is useless and loops around without connecting to a human agent.,Service Issue
App crashes on startup after the latest update was installed. I need an immediate resolution or refund.,Technical Issue
The refund initiated 10 days back hasn't appeared in my bank statement yet.,Payment Issue
Extra charge of Rs 499 added for expedited delivery that arrived late.,Billing Issue
No acknowledgment email or ticket number sent after submitting help form. Very frustrating experience with this platform.,Service Issue
Received phishing warning alert regarding compromised password on my account.,Account Issue
Payment processing failed during merchant authorization but money left my account. This is impacting my daily workflow severely.,Payment Issue
The app freezes on the splash screen and never loads past the logo animation. I am extremely disappointed with the handling of this matter.,Technical Issue
The application crashes whenever a push notification arrives. Kindly escalate this to senior management.,Technical Issue
Cannot unlink old mobile number from my registered user profile. I am extremely disappointed with the handling of this matter.,Account Issue
My parcel tracking ID is showing invalid on the courier tracking website.,Delivery Issue
QR code scanner within the app opens a black screen and crashes. This has happened multiple times this week.,Technical Issue
Live agent keeps transferring my call between departments without resolution. No one is addressing this despite multiple attempts.,Service Issue
Account session keeps logging me out immediately after successful authentication.,Account Issue
Tampered packaging received with broken seal and missing electronic items. Please look into this as soon as possible.,Delivery Issue
Bank shows payment successful but the utility company says dues are still pending. I have already sent multiple emails without response.,Payment Issue
Initiated refund for transaction #44795 is still pending after two weeks. Looking forward to a quick resolution from your side.,Payment Issue
Double deduction occurred on my bank account for single transaction #30006.,Payment Issue
Calendar widget fails to load available slots showing empty months. I have already sent multiple emails without response.,Technical Issue
I was double charged and cannot login to request a refund.,Billing Issue
Tax calculation on my invoice is erroneous and exceeds the standard GST percentage.,Billing Issue
Customer support agent closed the live dispute without customer consent.,Service Issue
Package has been sitting at the local courier facility for 5 days without dispatch. This is unacceptable service and needs urgent escalation.,Delivery Issue
Service team failed to fix the same issue after 3 separate visits. Please help resolve this immediately.,Service Issue
The discount applied at sales time is not reflected in the final tax invoice. Please look into this as soon as possible.,Billing Issue
NACH mandate deducted EMI from my account but the loan account isn't updated. Looking forward to a quick resolution from your side.,Payment Issue
Support executive gave conflicting instructions causing further confusion. I have already sent multiple emails without response.,Service Issue
Image upload fails with error code 413 payload too large for small photos. I have already sent multiple emails without response.,Technical Issue
The coupon code discount of 20% was omitted from my final generated bill Awaiting your prompt reply and action.,Billing Issue
My linked payment method was removed from the account without my authorization. Please take necessary action to fix this.,Account Issue
I cannot update billing address because my account is locked.,Account Issue
My account shows an incorrect subscription tier despite paying for premium. Urgent attention required for this critical issue.,Account Issue
My grievance ticket #29163 was marked as resolved without any solution provided. Kindly look into this issue at the earliest.,Service Issue
Courier delivery executive claimed 'Customer not available' without attempting shipment or calling. Kindly investigate and provide an update today.,Delivery Issue
